8203	1	1	1	0
8205	1	1	1	0
8211	1	1	1	0
8214	-1	-1	0	1
8216	0	1	0	0
8218	0	1	1	0
8219	1	1	1	0
8221	1	1	0	0
8224	0	1	1	0
8225	1	1	1	0
8230	-1	-1	0	0
8231	1	1	1	0
8236	1	1	1	0
8241	1	1	1	1
8246	0	1	1	0
8248	1	1	1	1
8252	1	1	1	1
8254	1	1	1	0
8257	1	1	1	0
8262	1	1	1	1
8264	0	0	1	0
8271	0	0	1	1
8273	1	1	0	0
8274	1	1	1	0
8276	1	1	1	1
8279	1	1	1	0
8283	1	1	1	0
8284	1	1	1	0
8286	1	1	0	0
8287	1	1	1	1
8288	1	1	1	1
8292	0	1	1	0
8296	0	0	1	0
8302	0	0	1	1
8303	1	1	0	0
8304	1	1	0	0
8306	1	1	1	1
8307	0	1	1	0
8308	1	1	0	1
8312	1	1	1	0
8316	1	1	1	0
8317	-1	-1	0	0
8318	1	1	1	0
8320	0	1	1	0
8321	-1	-1	0	1
8323	1	1	1	1
8327	1	1	1	1
8328	1	1	1	0
8329	1	1	1	1
8331	1	0	1	1
8332	0	1	1	1
8338	0	1	1	1
8339	1	1	1	1
8346	1	1	0	0
8355	0	0	1	0
8360	1	1	0	1
8364	1	0	0	0
8365	1	1	1	0
8366	1	1	1	1
8371	1	1	1	1
8373	1	1	0	0
8375	1	1	1	1
8377	1	0	1	1
8378	1	1	1	1
8386	1	1	0	0
8390	1	1	1	0
8395	0	1	1	1
8397	1	1	0	0
8406	1	1	1	1
8413	1	1	1	1
8415	-1	-1	0	0
8419	1	1	1	1
8422	1	0	1	0
8431	1	1	0	0
8435	1	1	1	0
8436	1	1	1	0
8439	1	0	0	0
8441	1	1	1	1
8444	1	1	1	1
8450	1	1	1	0
8454	1	1	0	0
8455	1	1	1	0
8457	1	1	1	1
8465	-1	-1	1	1
8469	1	1	0	1
8470	1	0	0	1
8483	1	1	0	1
8484	1	0	0	0
8507	-1	-1	0	1
8518	0	0	0	1
8522	-1	-1	0	1
8523	0	1	1	1
8524	1	1	1	1
